iter	Logloss
0	0.2830361111
1	0.1360699806
2	0.08523017368
3	0.054906215
4	0.04046924988
5	0.0317273347
6	0.02633416167
7	0.02348651869
8	0.02033344565
9	0.01823948842
10	0.01639420407
11	0.01506912771
12	0.01365419755
13	0.01264707634
14	0.01165760388
15	0.01064567529
16	0.009941749457
17	0.009125798879
18	0.008687420256
19	0.008349024436
20	0.007831159535
21	0.007113263926
22	0.006693699865
23	0.006365365458
24	0.006095047426
25	0.005880228266
26	0.005582808636
27	0.005318397357
28	0.005131020477
29	0.004819526444
30	0.004611863534
31	0.004411735868
32	0.004109805158
33	0.003934600522
34	0.003825126259
35	0.003707081712
36	0.00355285551
37	0.003351544612
38	0.00327473208
39	0.003117678694
40	0.002909019102
41	0.002809669612
42	0.002718580696
43	0.002606610313
44	0.002584109521
45	0.002499699511
46	0.002474380974
47	0.00241100035
48	0.002347506992
49	0.002276911574
50	0.002221429874
51	0.002187333378
52	0.002125631189
53	0.002065457041
54	0.002028481615
55	0.001933884638
56	0.001890436308
57	0.001834388911
58	0.0018002652
59	0.001757753068
60	0.00172321871
61	0.00169440542
62	0.001591336663
63	0.001564148025
64	0.001528389575
65	0.001488338931
66	0.001443988454
67	0.001413306575
68	0.001363238694
69	0.001321193424
70	0.001265351407
71	0.001265316821
72	0.001265316821
73	0.001240114648
74	0.001228197151
75	0.001213665673
76	0.001188710326
77	0.001162730198
78	0.001145788327
79	0.001119575838
80	0.001079168442
81	0.001061981655
82	0.001031622375
83	0.0009972817078
84	0.0009824818258
85	0.0009777501827
86	0.0009777501827
87	0.0009777501827
88	0.0009777397775
89	0.0009777082736
90	0.0009776908478
91	0.0009776908478
92	0.0009640488524
93	0.0009274360189
94	0.0008994756765
95	0.0008777515748
96	0.0008777346173
97	0.0008667890192
98	0.0008431800491
99	0.0008431710624
100	0.0008431624258
101	0.0008431469625
102	0.0008431469625
103	0.0008431241885
104	0.0008431127953
105	0.0008341066054
106	0.0008247901334
107	0.0008247901334
108	0.0008247424117
109	0.0008247212763
110	0.0008247212763
111	0.0008247212763
112	0.0008247079055
113	0.0008247049017
114	0.0008247049017
115	0.0008247098039
116	0.0008246807403
117	0.000824670282
118	0.000824670282
119	0.000824670282
120	0.0008246420636
121	0.0008246309482
122	0.0008246302155
123	0.0008246055394
124	0.0008245677255
125	0.0008245790018
126	0.0008245790018
127	0.0008245790018
128	0.0008245790018
129	0.0008245603976
130	0.0008245603976
131	0.0008245495117
132	0.0008245220059
133	0.0008244863145
134	0.0008244863145
135	0.0008244863145
136	0.0008244863145
137	0.0008244863145
138	0.0008244863145
139	0.0008244863145
140	0.0008244863145
141	0.0008244863145
142	0.0008244863145
143	0.0008244863145
144	0.0008244863145
145	0.0008244863145
146	0.0008244863145
147	0.0008244863145
148	0.0008244863145
149	0.0008244863145
150	0.0008244863145
151	0.0008244863145
152	0.0008244863145
153	0.0008244863145
154	0.0008244863145
155	0.0008244863145
156	0.0008244863145
157	0.0008244863145
158	0.0008244863145
159	0.0008244863145
160	0.0008244863145
161	0.0008244863145
162	0.0008244863145
163	0.0008244863145
164	0.0008244863145
165	0.0008244863145
166	0.0008244863145
167	0.0008244863145
168	0.0008244863145
169	0.0008244863145
170	0.0008244863145
171	0.0008244863145
172	0.0008244863145
173	0.0008244863145
174	0.0008244863145
175	0.0008244863145
176	0.0008244863145
177	0.0008244863145
178	0.0008244863145
179	0.0008244863145
180	0.0008244863145
181	0.0008244863145
182	0.0008244863145
183	0.0008244863145
184	0.0008244863145
185	0.0008244863145
186	0.0008244863145
187	0.0008244863145
188	0.0008244863145
189	0.0008244863145
190	0.0008244863145
191	0.0008244863145
192	0.0008244863145
193	0.0008244863145
194	0.0008244863145
195	0.0008244863145
196	0.0008244863145
197	0.0008244863145
198	0.0008244863145
199	0.0008244863145
200	0.0008244863145
201	0.0008244863145
202	0.0008244863145
203	0.0008244863145
204	0.0008244863145
205	0.0008244863145
206	0.0008244863145
207	0.0008244863145
208	0.0008244863145
209	0.0008244863145
210	0.0008244863145
211	0.0008244863145
212	0.0008244863145
213	0.0008244863145
214	0.0008244863145
215	0.0008244863145
216	0.0008244863145
217	0.0008244863145
218	0.0008244863145
219	0.0008244863145
220	0.0008244863145
221	0.0008244863145
222	0.0008244863145
223	0.0008244863145
224	0.0008244863145
225	0.0008244863145
226	0.0008244863145
227	0.0008244863145
228	0.0008244863145
229	0.0008244863145
230	0.0008244863145
231	0.0008244863145
232	0.0008244863145
233	0.0008244863145
234	0.0008244863145
235	0.0008244863145
236	0.0008244863145
237	0.0008244863145
238	0.0008244863145
239	0.0008244863145
240	0.0008244863145
241	0.0008244863145
242	0.0008244863145
243	0.0008244863145
244	0.0008244863145
245	0.0008244863145
246	0.0008244863145
247	0.0008244863145
248	0.0008244863145
249	0.0008244863145
250	0.0008244863145
251	0.0008244863145
252	0.0008244863145
253	0.0008244863145
254	0.0008244863145
255	0.0008244863145
256	0.0008244863145
257	0.0008244863145
258	0.0008244863145
259	0.0008244863145
260	0.0008244863145
261	0.0008244863145
262	0.0008244863145
263	0.0008244863145
264	0.0008244863145
265	0.0008244863145
266	0.0008244863145
267	0.0008244863145
268	0.0008244863145
269	0.0008244863145
270	0.0008244863145
271	0.0008244863145
272	0.0008244863145
273	0.0008244863145
274	0.0008244863145
275	0.0008244863145
276	0.0008244863145
277	0.0008244863145
278	0.0008244863145
279	0.0008244863145
280	0.0008244863145
281	0.0008244863145
282	0.0008244863145
283	0.0008244863145
284	0.0008244863145
285	0.0008244863145
286	0.0008244863145
287	0.0008244863145
288	0.0008244863145
289	0.0008244863145
290	0.0008244863145
291	0.0008244863145
292	0.0008244863145
293	0.0008244863145
294	0.0008244863145
295	0.0008244863145
296	0.0008244863145
297	0.0008244863145
298	0.0008244863145
299	0.0008244863145
300	0.0008244863145
301	0.0008244863145
302	0.0008244863145
303	0.0008244863145
304	0.0008244863145
305	0.0008244863145
306	0.0008244863145
307	0.0008244863145
308	0.0008244863145
309	0.0008244863145
310	0.0008244863145
311	0.0008244863145
312	0.0008244863145
313	0.0008244863145
314	0.0008244863145
315	0.0008244863145
316	0.0008244863145
317	0.0008244863145
318	0.0008244863145
319	0.0008244863145
320	0.0008244863145
321	0.0008244863145
322	0.0008244863145
323	0.0008244863145
324	0.0008244863145
325	0.0008244863145
326	0.0008244863145
327	0.0008244863145
328	0.0008244863145
329	0.0008244863145
330	0.0008244863145
331	0.0008244863145
332	0.0008244863145
333	0.0008244863145
334	0.0008244863145
335	0.0008244863145
336	0.0008244863145
337	0.0008244863145
338	0.0008244863145
339	0.0008244863145
340	0.0008244863145
341	0.0008244863145
342	0.0008244863145
343	0.0008244863145
344	0.0008244863145
345	0.0008244863145
346	0.0008244863145
347	0.0008244863145
348	0.0008244863145
349	0.0008244863145
350	0.0008244863145
351	0.0008244863145
352	0.0008244863145
353	0.0008244863145
354	0.0008244863145
355	0.0008244863145
356	0.0008244863145
357	0.0008244863145
358	0.0008244863145
359	0.0008244863145
360	0.0008244863145
361	0.0008244863145
362	0.0008244863145
363	0.0008244863145
364	0.0008244863145
365	0.0008244863145
366	0.0008244863145
367	0.0008244863145
368	0.0008244863145
369	0.0008244863145
370	0.0008244863145
371	0.0008244863145
372	0.0008244863145
373	0.0008244863145
374	0.0008244863145
375	0.0008244863145
376	0.0008244863145
377	0.0008244863145
378	0.0008244863145
379	0.0008244863145
380	0.0008244863145
381	0.0008244863145
382	0.0008244863145
383	0.0008244863145
384	0.0008244863145
385	0.0008244863145
386	0.0008244863145
387	0.0008244863145
388	0.0008244863145
389	0.0008244863145
390	0.0008244863145
391	0.0008244863145
392	0.0008244863145
393	0.0008244863145
394	0.0008244863145
395	0.0008244863145
396	0.0008244863145
397	0.0008244863145
398	0.0008244863145
399	0.0008244863145
400	0.0008244863145
401	0.0008244863145
402	0.0008244863145
403	0.0008244863145
404	0.0008244863145
405	0.0008244863145
406	0.0008244863145
407	0.0008244863145
408	0.0008244863145
409	0.0008244863145
